name,slope_onec_neg,intercept_onec_neg,chi_onec_neg,reducedchi_onec_neg,r_onec_neg,negslopeerror_onec_neg,posslopeerror_onec_neg,neginterror_onec_neg,posinterror_onec_neg,slope_onec_pos,intercept_onec_pos,chi_onec_pos,reducedchi_onec_pos,r_onec_pos,negslopeerror_onec_pos,posslopeerror_onec_pos,neginterror_onec_pos,posinterror_onec_pos,slope_oneo_neg,intercept_oneo_neg,chi_oneo_neg,reducedchi_oneo_neg,r_oneo_neg,negslopeerror_oneo_neg,posslopeerror_oneo_neg,neginterror_oneo_neg,posinterror_oneo_neg,slope_oneo_pos,intercept_oneo_pos,chi_oneo_pos,reducedchi_oneo_pos,r_oneo_pos,negslopeerror_oneo_pos,posslopeerror_oneo_pos,neginterror_oneo_pos,posinterror_oneo_pos,slope_twoc_neg,intercept_twoc_neg,chi_twoc_neg,reducedchi_twoc_neg,r_twoc_neg,negslopeerror_twoc_neg,posslopeerror_twoc_neg,neginterror_twoc_neg,posinterror_twoc_neg,slope_twoc_pos,intercept_twoc_pos,chi_twoc_pos,reducedchi_twoc_pos,r_twoc_pos,negslopeerror_twoc_pos,posslopeerror_twoc_pos,neginterror_twoc_pos,posinterror_twoc_pos,slope_twoo_neg,intercept_twoo_neg,chi_twoo_neg,reducedchi_twoo_neg,r_twoo_neg,negslopeerror_twoo_neg,posslopeerror_twoo_neg,neginterror_twoo_neg,posinterror_twoo_neg,slope_twoo_pos,intercept_twoo_pos,chi_twoo_pos,reducedchi_twoo_pos,r_twoo_pos,negslopeerror_twoo_pos,posslopeerror_twoo_pos,neginterror_twoo_pos,posinterror_twoo_pos,slope_thrc_neg,intercept_thrc_neg,chi_thrc_neg,reducedchi_thrc_neg,r_thrc_neg,negslopeerror_thrc_neg,posslopeerror_thrc_neg,neginterror_thrc_neg,posinterror_thrc_neg,slope_thrc_pos,intercept_thrc_pos,chi_thrc_pos,reducedchi_thrc_pos,r_thrc_pos,negslopeerror_thrc_pos,posslopeerror_thrc_pos,neginterror_thrc_pos,posinterror_thrc_pos,slope_thro_neg,intercept_thro_neg,chi_thro_neg,reducedchi_thro_neg,r_thro_neg,negslopeerror_thro_neg,posslopeerror_thro_neg,neginterror_thro_neg,posinterror_thro_neg,slope_thro_pos,intercept_thro_pos,chi_thro_pos,reducedchi_thro_pos,r_thro_pos,negslopeerror_thro_pos,posslopeerror_thro_pos,neginterror_thro_pos,posinterror_thro_pos
All,-0.144906976850792,271.004818513942,13.3992601026742,4.46642003422475,-0.388255609783562,-0.217307854527615,-0.0725061013306897,267.68277496765,272.004752406981,-0.319166794513739,281.947961123687,5.24859969134842,1.74953323044947,-0.596193859128988,-0.472228883817383,-0.166104720923511,278.781103914324,282.947895016726,0.177649447477254,294.234288067311,18.6547695718247,6.21825652394156,-0.17592173529648,0.0888898444688295,0.266409050485679,291.211542761554,295.234221960349,-0.221468038636201,295.360816660833,7.82763650611002,2.60921216870334,-0.0137046737535465,-0.332154212981636,-0.110781867588477,292.383892242142,296.360750553871,-1.72577698486182,455.260644751744,2.06868863626196,0.689562878753987,-0.988535248084227,-1.84911065216814,-1.60244334346913,452.638823977941,456.260578644783,1.73854930252776,455.120672769373,7.91908099447489,2.63969366482496,0.949539341857999,1.60535965352828,1.8717390017343,452.359639381826,456.120606662412,-1.80485084183162,463.766603866648,0.431283691487651,0.143761230495884,-0.997413815212769,-1.93627596506223,-1.67342571925926,461.133239699489,464.766537759686,2.04896449243852,460.499627533662,13.5226304651802,4.5075434883934,0.951322157937667,1.92590153241188,2.1720275115899,458.035732784766,461.499561426701,-2.04025431291601,517.922073544385,2.21783482015761,0.739278273385869,-0.982969394373657,-2.17899343462452,-1.90151522444088,514.88740131612,518.922007646948,2.27237256049514,514.599092772558,6.97095825815361,2.32365275271787,0.955901209344372,2.09637622892501,2.44836890241635,511.24434665853,515.599026825605,-2.06630879751065,519.177363512513,6.05256715445486,2.01752238481829,-0.963978632629175,-2.20799422035369,-1.92462341232482,515.89748437915,520.177297633781,2.12930895538868,515.913661213744,9.26120100738839,3.0870670024628,0.954189879379762,1.97474087433178,2.28387705454602,512.538346067332,516.913595286379
ADRIAN_FRANCO,-0.327086550434683,247.818347119765,2.04072792756968,0.680242642523226,-0.537583817150781,-0.490589064206946,-0.163584041534181,242.954163696363,248.818281012804,-0.407202498741226,248.551748797312,0.242378353985659,0.0807927846618863,-0.638863622787637,-0.610746732924664,-0.203658264557789,243.348188510571,249.551682690351,-0.91451372682276,258.58053162285,1.6525915613224,0.550863853774134,-0.882896899808571,-1.35721345649276,-0.471814043104458,252.285875802417,259.580465515888,0.162017748561846,260.710310105631,4.45110004892648,1.48370001630883,0.439267512193735,0.081068264919295,0.242967232204397,255.055676394208,261.710243998669,-3.91471025750949,425.538945397121,3.68396138343715,1.22798712781238,-0.97697237171633,-4.25211343299308,-3.5773071306519,419.68791678659,426.538879290159,2.4073117758938,418.936742915115,4.18878086406686,1.39626028802229,0.890914200251376,2.07038718828483,2.74423640321728,411.438646733594,419.936676808154,-2.33464998501838,431.906718330974,14.6328445410554,4.87761484701847,-0.858644409759992,-2.55376142134795,-2.11553866207205,426.741234158517,432.906652224013,3.32412304908631,436.905616378688,9.95354655117764,3.31784885039255,0.905123756631793,2.97061801963971,3.67762806619048,430.727662353825,437.905550271727,-3.04497624692304,466.347593717905,3.46687349673725,1.15562449891242,-0.898334714480732,-3.42655838010101,-2.66339414956712,458.788416757513,467.347527610944,2.52549364544789,460.73741417241,6.25679541784853,2.08559847261618,0.848255804720147,2.04072153419589,3.01026558000274,452.451158820739,461.737348065449,-2.04091084235577,461.500897169654,1.45353027639942,0.484510092133139,-0.940897739033958,-2.37123133292417,-1.71059029188795,454.831812740978,462.500831062693,2.68755047486433,443.651749174388,3.99391052859108,1.33130350953036,0.918202721895233,2.35225868707868,3.02284225550221,436.229331801545,444.651683067427
ARCHANA_BIJU,0.0700390174648659,211.155229799555,0.945606626372719,0.315202208790906,0.143776240077169,0.0350533905763052,0.105024645395086,201.597449643809,212.155163692593,-1.10712022466288,204.475768490394,2.48111826185407,0.827039420618023,-0.326339210991983,-1.66062112637222,-0.553619322953538,193.536366687631,205.475702383433,0.138520417146098,216.964564694011,6.54953281031087,2.18317760343696,-0.223913842886541,0.0693090335255723,0.20773180282829,208.837856884284,217.96449858705,-1.40251955046893,226.896914501781,6.57451289572262,2.19150429857421,-0.620978902600128,-1.85251928511515,-0.952519756647982,218.000868043233,227.89684839482,-0.928645970051799,427.999969790526,3.30389952323554,1.10129984107851,-0.754351440897488,-1.28653619154987,-0.570755763061579,421.139886156061,428.999903683565,0.373406881319719,426.054037672428,3.77850124211761,1.2595004140392,0.596280865545091,0.186754700591645,0.560059067609467,417.750929797823,427.053971565466,-1.40548958115271,458.529197112983,7.68877609209623,2.56292536403208,-0.576797419300435,-1.75909642200221,-1.05188273772214,451.871873200699,459.529131006022,1.72066344920197,446.871923097806,4.36571611230622,1.45523870410207,0.902018939116187,1.31867600756289,2.12265094130573,440.121836831097,447.871856990845,-0.887784288748888,494.271407734503,4.51910264629391,1.50636754876464,-0.802566938158425,-1.24625040946735,-0.529318154839187,487.742973210192,495.271341627541,0.547414362902802,500.241332225156,3.84234330437312,1.28078110145771,0.55822249778308,0.273750491240832,0.821078242719598,492.114319755617,501.241266118195,-1.80236943654641,541.222007451331,0.193553888828112,0.0645179629427039,-0.988288254473573,-2.27128096684567,-1.33345812752311,532.51977588614,542.22194190109,1.313592320322,540.206559456239,2.3474150317985,0.782471677266166,0.828436145984411,0.838456656610872,1.78872792065451,530.955812384696,541.206493890866
CHRISTINA_HONORE,0.0796329902304993,243.603848152708,0.147542477896111,0.0491808259653702,0.0608484907973585,0.0398595841211137,0.119406397524231,229.166727279986,244.603782045747,-1.08832995363967,249.962947524597,0.474548377636863,0.158182792545621,-0.898035570921968,-1.6324367247722,-0.544223182507137,236.895010463295,250.962881417636,-0.305451774113531,284.119790439277,2.09055487956237,0.696851626520791,0.0595319191603394,-0.45814180064198,-0.152761752134606,272.83886252278,285.119724332316,0.155355684911157,315.281224822729,7.08747147849114,2.36249049283038,0.111017573603232,0.0777347909898194,0.232976578832495,305.827749964112,316.281158715768,-0.996671581555976,485.329994244738,1.26423324596943,0.421411081989811,-0.90075011910965,-1.24472269811354,-0.748620478921479,479.324127406885,486.329928137776,1.04397998761585,486.48054549148,0.365116366385028,0.121705455461676,0.974774532076749,0.782337114962663,1.30562293186008,480.494591301662,487.480479384518,-1.82062656302716,488.483930984678,7.88714346717269,2.6290478223909,-0.851991594152982,-2.08121833070134,-1.56003484698332,483.215772863388,489.483864877716,1.31187597647764,489.703844679631,5.48724812427987,1.82908270809329,0.858612140792052,0.99919482986193,1.62455717987352,483.776862869148,490.70377857267,-1.47786030643611,588.216122607225,3.79955710091201,1.26651903363734,-0.767641917038812,-1.84479270381416,-1.11092789485012,579.107058187173,589.216057757251,2.34255874725347,562.105335314063,2.48953949447188,0.829846498157292,0.960066045321408,1.93528914957139,2.74982830829537,554.994468649929,563.105270075008,-2.35645748834976,555.567903418278,1.43363862991304,0.477879543304346,-0.963175466229191,-2.67033296387896,-2.04258212223749,547.787433494958,556.567838081807,2.36461398586538,563.687390044926,1.01636213648115,0.33878737882705,0.957489664959518,1.97602397362912,2.75320400968537,555.3446640456,564.687324829445
DELILAH_PINEDA,0.565923835665368,325.788995749776,12.4516910570201,4.15056368567336,-0.23338625211219,0.386305607739198,0.745542073703052,321.098591074196,326.788929642815,-0.125460464042644,339.113730642418,0.521342722964236,0.173780907654745,-0.278723462040686,-0.188149619009117,-0.0627713109434588,333.490256205582,340.113664535456,0.0750490937889405,362.135349952676,1.18643028478755,0.395476761595848,-0.504186741987074,0.0375632368178976,0.112534951876156,358.503198555699,363.135283845715,-0.160696326575865,359.7815845844,19.1386774814548,6.37955916048492,0.467378393396273,-0.240985583617388,-0.0804070695343412,356.411624187183,360.781518477438,-4.10546435740645,467.668084969754,1.29672793222164,0.432242644073879,-0.969252032149917,-4.86581041459223,-3.3451183579769,456.172613785835,468.668018862793,3.27501361001161,457.590039137565,8.46491353743756,2.82163784581252,0.902233215379119,2.89552174942224,3.6545055576716,450.694311444808,458.589973030604,-2.9298778889817,451.15030597878,2.1449549589768,0.714984986325599,-0.937254343226059,-3.34313604659719,-2.51661978151159,443.436523302777,452.150239871819,3.65776003085157,436.774353525243,3.78671450727831,1.26223816909277,0.976875566656612,3.39447457239594,3.92104551642364,430.918819997789,437.774287418282,-3.86480442672976,475.406832114499,5.12899239850606,1.70966413283535,-0.852928121090019,-4.37281618859432,-3.35679274087425,466.421149391203,476.406766007538,3.25314780919214,476.970058620671,10.1782906093141,3.39276353643804,0.868020567161918,2.84158049213238,3.66471521535379,468.080687335512,477.96999251371,-3.65765340289595,455.632068635329,5.52922214938862,1.84307404979621,-0.939737067140826,-4.01213238450201,-3.30317445504858,448.317759219378,456.632002528368,3.57673594123432,460.661058327882,1.7441635940484,0.581387864682799,0.954811725660449,3.10041781399528,4.05305407135611,452.843650815558,461.660992220921
IVY_TA,0.751224102743015,280.091844626939,62.4092576303117,20.8030858767706,0.324052675335816,0.599207805115702,0.903240411065347,277.428107545952,281.091778519978,-0.666766089400823,303.670922858476,25.1602228712244,8.38674095707479,-0.19960032120624,-0.835796703148648,-0.497735436120685,300.026300791562,304.670856751515,1.31261980344083,318.188001081618,17.4578869383833,5.81929564612776,0.0967707333727345,1.11641285082775,1.5088266833674,314.69387443251,319.187934974657,-0.328425626768683,316.15290358944,14.6177592252237,4.87258640840791,0.386300213389971,-0.42595935695485,-0.230891917161082,314.184563596307,317.152837482479,-2.61839852503916,444.374661013851,7.19575423441064,2.39858474480355,-0.859592153600426,-2.86335840447974,-2.37343865756998,438.084409044964,445.37459490689,3.02279670565508,439.529256075796,1.6478622873051,0.549287429101699,0.956682852131662,2.58858880557421,3.4570047522676,431.518780234741,440.529189968835,-1.40892068795579,460.665976077574,0.437387652274429,0.145795884091477,-0.950569983144071,-1.89950484856981,-0.918336534944672,451.05732113126,461.665909970612,2.72137915554072,431.309373186032,21.0575085623987,7.01916952079956,0.819695206432144,2.36006542311687,3.08269293434361,424.208618868666,432.309307079071,-2.48178294884946,527.797814914975,2.7587617237772,0.919587241259068,-0.852066060843528,-3.10369205418845,-1.85987397965415,519.36885750018,528.797749164698,1.14103265264685,523.557600642651,4.6907246869997,1.56357489566657,0.742191381481878,0.678383973135814,1.60368124280612,515.818920012708,524.55753482919,-0.782528428440787,539.569346417824,3.00234281659796,1.00078093886599,-0.641962772568774,-1.17375827728051,-0.391298591259626,530.200363583604,540.569280842957,1.98402296961647,508.855409021916,20.5853077480905,6.86176924936349,0.698493005610891,1.64168171507524,2.32636427498869,500.767094998295,509.855342989375
KI_WOONG_YOON,-1.23683607460128,246.142589046848,1.78923949313915,0.596413164379716,-0.658419063039656,-1.77093460006389,-0.702737534253324,231.869409617737,247.142522939887,-0.206689555038619,256.92962336603,5.40743478049862,1.80247826016621,-0.220267606485456,-0.309991904584804,-0.10338720857009,241.398414866676,257.929557259069,0.483758386822821,256.379627581208,19.3588653996598,6.45295513321994,-0.134548752281466,0.241913590769747,0.725603190082439,241.322456911103,257.379561474246,0.932220234009232,282.741664477523,0.473820549778902,0.157940183259634,0.720592852279085,0.466157446529097,1.39828303537813,265.661315384092,283.741598370561,-1.51075168310022,450.969410095,0.452170281251071,0.15072342708369,-0.94647326872548,-1.90724183342662,-1.11426152760109,443.619537270273,451.969343988039,2.37199352318477,452.57863210676,0.802085263271891,0.267361754423964,0.973198726891983,1.98492011777407,2.75906690684709,445.605815347234,453.578565999799,-2.12543889687358,458.459053651231,1.77081779788632,0.590272599295441,-0.903686129588817,-2.47429528839363,-1.77658254466439,451.533252869073,459.45898754427,1.55822273561853,461.275164673818,6.20238424321501,2.067461414405,0.698303766369818,1.17085228280301,1.94559321609582,454.52488810125,462.275098566856,-0.694572718461326,559.971833924779,5.67755981922858,1.89251993974286,-0.536954433486214,-1.04179897274744,-0.347346464175217,551.09546832537,560.971768653932,1.09447924630786,563.993713833506,1.08923771869708,0.363079239565693,0.862977166348451,0.547298157715582,1.64166033490014,552.666063511119,564.99364862259,-2.59949739998634,523.868088728852,6.6267365509005,2.2089121836335,-0.811232950030549,-2.99506352349438,-2.20393130933636,513.910394296097,524.868022920018,1.92487350501999,537.18750836542,0.660208502899571,0.220069500966524,0.963382468107311,1.36937215191471,2.48037497002568,525.891454290747,538.187442755061
LILIANA_ROSALES,-0.653896401773011,246.643830176684,1.14610263026929,0.382034210089765,-0.235001517701851,-0.980788017645553,-0.327004785900469,240.843929224988,247.643764069723,1.13714967382827,246.213874116257,2.70228659177572,0.900762197258574,0.836278662461996,0.887457422522015,1.38684194979412,241.458922381817,247.213808009296,0.691597010262182,308.852633877196,9.68312444231096,3.22770814743699,0.181596312780515,0.472228806596293,0.910965277748568,304.774762115667,309.852567770235,-0.58660202840292,293.059841459185,4.72517091422182,1.57505697140727,-0.621980748535108,-0.879854254914434,-0.293349810630009,288.310977585795,294.059775352224,-2.23903726555947,489.855230632035,0.513751990188537,0.171250663396179,-0.922019775566795,-2.91987765750086,-1.55819688597372,478.164352220836,490.855164525074,1.99707689422561,490.654320980007,0.80822717348118,0.26940905782706,0.917626956143304,1.49638517815369,2.49776863531331,479.76322060312,491.654254873045,-2.47160929738076,488.886427374324,4.13671493665381,1.3789049788846,-0.839168563612422,-2.96495207029574,-1.9782666475413,478.878802472156,489.886361267363,0.345332874607059,506.057589970608,18.4687078336819,6.15623594456064,0.474043874844252,0.172711337224262,0.517954417133386,497.551703953391,507.057523896376,-1.21635941557219,511.382158179779,3.85758507213267,1.28586169071089,-0.68088202135816,-1.37990129515002,-1.052817547728,505.809781326011,512.382092184889,3.36717653421558,523.310704852725,0.641344699927396,0.213781566642465,0.980042158671528,2.79014000323496,3.94421310641984,512.460519678889,524.310639035585,-1.49201677893919,558.366283250862,8.0502759436338,2.6834253145446,-0.327878342592103,-2.09733545180603,-0.886698154715094,543.786029012425,559.36621795609,2.30455914542501,555.854981043454,5.54319901714161,1.84773300571387,0.460868912971454,1.67872277205983,2.93039556051697,541.426618264062,556.854915711261
PASHA_POUREBRAHIM,0.193687983256221,354.247084209482,4.63561312782858,1.54520437594286,0.207390818743385,0.0968816568063317,0.29049431259017,349.755561050069,355.24701810252,0.208829765379394,345.238801639765,15.2782069403854,5.09273564679512,0.248888423287429,0.10445809825868,0.313201435609632,341.757744324247,346.238735532804,-0.647029490652709,339.717721207782,4.23761604016232,1.41253868005411,-0.834677276791919,-0.852615717280464,-0.441443285497461,335.277140188011,340.71765510082,0.612732252002544,329.848702686397,0.371332477726011,0.123777492575337,0.926589216929003,0.394745120216572,0.830719399114683,325.036000467935,330.848636579435,-1.10066788198893,491.521498780907,3.03820837412868,1.01273612470956,-0.861811806445131,-1.37824259958556,-0.823093140344912,486.057230807522,492.521432673945,0.414662070616188,497.848543823911,9.18633514371647,3.06211171457216,0.128918960124061,0.211126444917936,0.618197690794409,492.813736743405,498.848477716949,-0.123931358813744,524.397851160009,3.2592361997233,1.08641206657443,0.160735149863769,-0.185856868075483,-0.0620058513965361,517.713672947233,525.397785359068,1.43101596487552,522.672368480574,3.8846989035533,1.29489963451777,0.679237730551288,1.09540399462108,1.76662794501453,516.868483368986,523.672302653922,-1.11475465979676,577.356930214283,2.20589552135084,0.735298507116948,-0.848341722817441,-1.43163315621702,-0.797876216562057,570.703386067387,578.356865202494,0.641920860295192,583.223780353283,2.03708608850281,0.679028696167603,0.693064076775231,0.348925924311141,0.934915809517585,576.283857416095,584.223715428917,-1.410044308341,601.057270066977,1.0588272494304,0.352942416476801,-0.925930833884633,-1.71504373460745,-1.1050449069419,595.80447695254,602.05720540835,0.742564125812768,599.181976739216,0.795074196374582,0.265024732124861,0.522044193109352,0.456037959194458,1.02909031052116,591.96558795536,600.181912052646
SHAN_RIZVI,-0.187831793417497,202.51106522987,2.10157632592631,0.700525441975436,-0.133292855720659,-0.2542216581346,-0.121441957905441,200.534470548607,203.510999122908,-0.468174102433167,208.757708590141,0.954287091989387,0.318095697329796,-0.521301099551613,-0.702195601414282,-0.234152603452053,202.345728344729,209.75764248318,-0.90505306094687,215.943416220201,6.30819520097043,2.10273173365681,-0.501744008873547,-1.27625523224808,-0.533850850684693,209.440388254936,216.94335011324,-0.569352000489487,214.968734853405,1.03655575370598,0.345518584568661,-0.656294880692072,-0.853981627952307,-0.284722381508298,207.72094298207,215.968668746444,-1.59850990937758,419.510328358614,1.27076133102736,0.423587110342454,-0.964307533917129,-1.8736771035243,-1.3233426803894,413.487973188739,420.510262251653,0.891524472497874,414.417283591683,7.21401880199605,2.40467293399868,0.741796542952255,0.521017769032302,1.26203119915573,407.833576958556,415.417217484721,-1.32832390663087,436.739638772941,4.30594467622303,1.43531489207434,-0.831076542409075,-1.57356708259561,-1.08308080373286,432.467435268873,437.739572665979,0.719013806329306,434.26700686201,1.38509891121598,0.461699637071994,0.879606901100792,0.425305573668745,1.01272205137865,429.519916353796,435.266940755049,-3.62757266922081,480.392290734816,2.63489660569256,0.878298868564187,-0.965080203808996,-4.10859298435241,-3.14655244840599,473.182518848848,481.392224627855,2.93621856812545,481.737585317474,6.00599354923348,2.00199784974449,0.911483704970892,2.50080460734964,3.37163257511925,474.490776629105,482.737519210513,-2.42896143670606,480.95451351426,9.7587006587318,3.25290021957727,-0.86679076056451,-2.7025942479608,-2.15532869740167,474.730415272774,481.954447407299,1.41920134784728,478.64086921124,8.77277082689797,2.92425694229932,0.845670504823702,1.16762907907336,1.6707736424575,473.696934560452,479.640803104278
